WIN_20240407_15_51_59_Pro.mp4,,,,,,,
start_frame,259,301,346,427,501,573,
end_frame,273,319,370,447,523,594,
WIN_20240407_15_54_56_Pro.mp4,,,,,,,
start_frame,13,62,120,664,,,
end_frame,35,86,150,684,,,
WIN_20240407_16_02_51_Pro.mp4,,,,,,,
start_frame,8,62,114,336,419,492,
end_frame,38,88,141,363,436,515,
WIN_20240407_16_03_21_Pro.mp4,,,,,,,
start_frame,4,58,114,363,439,523,
end_frame,31,83,140,386,466,546,
WIN_20240407_16_03_48_Pro.mp4,,,,,,,
start_frame,189,236,287,479,567,646,
end_frame,212,259,313,510,592,666,
WIN_20240407_16_04_17_Pro.mp4,,,,,,,
start_frame,69,120,330,403,484,,
end_frame,96,148,353,425,502,,
WIN_20240407_16_04_41_Pro.mp4,,,,,,,
start_frame,88,147,198,401,475,554,
end_frame,113,169,220,425,495,576,
WIN_20240407_16_05_08_Pro.mp4,,,,,,,
start_frame,11,71,117,321,398,466,
end_frame,37,88,140,347,416,488,
WIN_20240407_16_13_01_Pro.mp4,,,,,,,
start_frame,19,63,107,306,369,439,
end_frame,38,84,130,324,395,464,
WIN_20240407_16_13_24_Pro.mp4,,,,,,,
start_frame,17,67,114,295,369,433,
end_frame,43,91,135,325,387,452,
WIN_20240407_16_13_47_Pro.mp4,,,,,,,
start_frame,13,55,101,290,348,415,
end_frame,29,76,120,307,371,442,
WIN_20240407_16_15_31_Pro.mp4,,,,,,,
start_frame,43,124,210,492,582,666,
end_frame,89,163,251,521,608,693,
WIN_20240407_16_16_09_Pro.mp4,,,,,,,
start_frame,41,120,180,404,494,583,
end_frame,91,153,215,436,522,615,
WIN_20240407_16_16_40_Pro.mp4,,,,,,,
start_frame,53,111,171,387,463,550,
end_frame,83,142,199,418,495,572,
WIN_20240407_16_17_05_Pro.mp4,,,,,,,
start_frame,56,107,163,368,453,530,
end_frame,76,136,190,396,478,556,
WIN_20240407_16_17_36_Pro.mp4,,,,,,,
start_frame,30,77,130,336,419,502,
end_frame,55,104,158,367,447,524,
WIN_20240407_16_18_00_Pro.mp4,,,,,,,
start_frame,141,193,408,484,565,,
end_frame,167,219,435,513,588,,
WIN_20240407_16_18_25_Pro.mp4,,,,,,,
start_frame,79,126,176,378,452,525,
end_frame,100,150,204,410,475,544,
WIN_20240407_16_18_48_Pro.mp4,,,,,,,
start_frame,26,72,124,317,391,461,
end_frame,42,93,149,341,417,479,
WIN_20240407_16_19_13_Pro.mp4,,,,,,,
start_frame,34,84,133,326,400,471,
end_frame,54,107,155,351,423,492,
WIN_20240407_16_19_36_Pro.mp4,,,,,,,
start_frame,39,87,138,316,377,444,
end_frame,57,110,161,341,398,465,
WIN_20240407_16_26_00_Pro.mp4,,,,,,,
start_frame,4,88,148,415,533,659,
end_frame,54,116,181,448,566,691,
WIN_20240407_16_27_33_Pro.mp4,,,,,,,
start_frame,21,80,126,353,419,477,
end_frame,47,99,162,382,438,500,
WIN_20240407_16_27_59_Pro.mp4,,,,,,,
start_frame,12,78,150,389,471,536,
end_frame,39,105,185,428,495,562,
WIN_20240407_16_28_24_Pro.mp4,,,,,,,
start_frame,7,77,135,356,432,507,
end_frame,45,105,170,382,456,530,
WIN_20240407_16_28_50_Pro.mp4,,,,,,,
