WIN_20240407_15_51_59_Pro.mp4,,,,,,,
start_frame,14,61,109,406,471,554,
end_frame,34,87,135,420,497,568,
WIN_20240407_15_54_56_Pro.mp4,,,,,,,
start_frame,187,238,289,555,598,672,
end_frame,210,263,310,579,621,692,
WIN_20240407_16_02_51_Pro.mp4,,,,,,,
start_frame,179,233,291,381,457,534,
end_frame,207,263,313,402,480,558,
WIN_20240407_16_03_21_Pro.mp4,,,,,,,
start_frame,193,256,309,408,491,568,
end_frame,221,279,336,435,515,588,
WIN_20240407_16_03_48_Pro.mp4,,,,,,,
start_frame,341,391,444,533,615,688,
end_frame,367,417,469,560,636,715,
WIN_20240407_16_04_17_Pro.mp4,,,,,,,
start_frame,183,241,289,372,450,522,
end_frame,208,258,313,396,473,555,
WIN_20240407_16_04_41_Pro.mp4,,,,,,,
start_frame,250,301,356,446,521,596,
end_frame,275,328,379,467,544,617,
WIN_20240407_16_05_08_Pro.mp4,,,,,,,
start_frame,174,235,286,368,439,509,
end_frame,205,257,309,389,459,529,
WIN_20240407_16_13_01_Pro.mp4,,,,,,,
start_frame,165,217,269,345,418,484,
end_frame,184,235,284,366,435,508,
WIN_20240407_16_13_24_Pro.mp4,,,,,,,
start_frame,163,212,258,343,406,471,
end_frame,187,236,282,362,426,493,
WIN_20240407_16_13_47_Pro.mp4,,,,,,,
start_frame,152,199,252,330,392,459,
end_frame,175,223,272,346,413,484,
WIN_20240407_16_15_31_Pro.mp4,,,,,,,
start_frame,293,353,419,548,635,723,
end_frame,318,388,462,568,660,750,
WIN_20240407_16_16_09_Pro.mp4,,,,,,,
start_frame,251,303,362,454,546,634,
end_frame,274,335,390,487,575,672,
WIN_20240407_16_16_40_Pro.mp4,,,,,,,
start_frame,233,284,341,435,517,602,
end_frame,257,307,366,457,544,629,
WIN_20240407_16_17_05_Pro.mp4,,,,,,,
start_frame,219,272,326,412,496,577,
end_frame,246,296,355,443,524,604,
WIN_20240407_16_17_36_Pro.mp4,,,,,,,
start_frame,184,238,292,383,464,541,
end_frame,213,265,320,410,493,574,
WIN_20240407_16_18_00_Pro.mp4,,,,,,,
start_frame,247,305,365,450,528,610,
end_frame,278,334,395,482,559,638,
WIN_20240407_16_18_25_Pro.mp4,,,,,,,
start_frame,226,283,334,423,493,560,
end_frame,258,308,360,451,517,585,
WIN_20240407_16_18_48_Pro.mp4,,,,,,,
start_frame,181,227,276,355,431,503,
end_frame,201,251,303,386,454,533,
WIN_20240407_16_19_13_Pro.mp4,,,,,,,
start_frame,188,237,286,368,441,515,
end_frame,214,260,309,393,466,542,
WIN_20240407_16_19_36_Pro.mp4,,,,,,,
start_frame,205,241,284,356,418,480,
end_frame,221,262,308,375,440,507,
WIN_20240407_16_26_00_Pro.mp4,,,,,,,
start_frame,216,283,350,469,598,713,
end_frame,251,314,385,515,641,750,
WIN_20240407_16_27_33_Pro.mp4,,,,,,,
start_frame,189,249,301,396,455,514,
end_frame,217,274,330,418,475,535,
WIN_20240407_16_27_59_Pro.mp4,,,,,,,
start_frame,213,287,351,442,511,580,
end_frame,248,314,385,467,535,602,
WIN_20240407_16_28_24_Pro.mp4,,,,,,,
start_frame,195,254,310,400,473,550,
end_frame,222,276,342,425,505,571,
WIN_20240407_16_28_50_Pro.mp4,,,,,,,
start_frame,189,259,317,411,476,549,
end_frame,226,285,350,434,501,570,
WIN_20240407_16_29_14_Pro.mp4,,,,,,,
start_frame,207,271,331,425,496,570,
end_frame,243,304,365,448,523,592,
WIN_20240407_16_29_40_Pro.mp4,,,,,,,
start_frame,187,254,311,405,470,536,
end_frame,223,280,340,423,490,557,
WIN_20240407_16_30_04_Pro.mp4,,,,,,,
start_frame,182,240,292,381,442,500,
end_frame,211,264,322,403,458,528,
WIN_20240407_16_30_28_Pro.mp4,,,,,,,
start_frame,175,234,288,367,427,498,
end_frame,212,261,315,386,449,520,
WIN_20240407_16_30_50_Pro.mp4,,,,,,,
start_frame,176,236,292,377,437,502,
end_frame,208,260,316,397,458,524,
WIN_20240407_16_31_11_Pro.mp4,,,,,,,
start_frame,164,216,270,349,409,472,
end_frame,192,241,294,365,426,497,
WIN_20240407_16_31_32_Pro.mp4,,,,,,,
start_frame,168,223,280,352,409,471,
end_frame,193,248,301,372,429,496,
WIN_20240407_16_34_16_Pro.mp4,,,,,,,
start_frame,245,290,348,408,473,530,
end_frame,265,318,374,434,493,554,
WIN_20240407_16_34_38_Pro.mp4,,,,,,,
start_frame,171,226,283,349,404,464,523
end_frame,196,253,313,372,425,488,545
WIN_20240407_16_35_02_Pro.mp4,,,,,,,
start_frame,228,286,353,424,480,532,
end_frame,251,309,374,449,506,557,
WIN_20240407_16_35_29_Pro.mp4,,,,,,,
start_frame,176,221,275,333,397,454,
end_frame,193,243,304,357,417,481,
WIN_20240407_16_35_54_Pro.mp4,,,,,,,
start_frame,196,244,298,355,425,483,549
end_frame,218,269,326,385,447,507,568
WIN_20240407_16_36_16_Pro.mp4,,,,,,,
start_frame,211,256,313,380,433,490,
end_frame,231,284,342,400,455,511,
WIN_20240407_16_36_37_Pro.mp4,,,,,,,
start_frame,170,214,268,338,396,456,
end_frame,189,238,297,357,419,476,
WIN_20240407_16_36_56_Pro.mp4,,,,,,,
start_frame,179,231,278,351,416,481,
end_frame,200,251,307,371,438,503,
WIN_20240407_16_37_16_Pro.mp4,,,,,,,
start_frame,163,209,255,328,387,449,
end_frame,183,230,284,348,408,471,
WIN_20240407_16_37_35_Pro.mp4,,,,,,,
start_frame,167,212,261,341,402,463,
end_frame,186,236,289,362,421,487,
WIN_20240407_16_38_54_Pro.mp4,,,,,,,
start_frame,247,289,344,442,502,557,
end_frame,262,316,367,459,520,576,
WIN_20240407_16_39_17_Pro.mp4,,,,,,,
start_frame,187,229,273,346,412,475,
end_frame,206,251,293,366,434,492,
WIN_20240407_16_39_39_Pro.mp4,,,,,,,
start_frame,139,180,221,289,350,416,
end_frame,159,199,241,306,369,433,
WIN_20240407_16_39_57_Pro.mp4,,,,,,,
start_frame,128,169,208,280,338,408,
end_frame,149,187,228,295,358,424,
WIN_20240407_16_40_14_Pro.mp4,,,,,,,
start_frame,147,186,230,295,348,405,
